opisto_id,Opisto category name,Opisto part category links,Ovoko part ID,Part position Position
3257,Catadioptre interieur porte arriere gauche,https://www.opisto.fr/fr/auto/pieces-occasion/Catadioptre-interieur-porte-arriere-gauche/toutes-marques/page-1,,1523,20
3258,Catadioptre interieur porte arriere droite,https://www.opisto.fr/fr/auto/pieces-occasion/Catadioptre-interieur-porte-arriere-droite/toutes-marques/page-1,,1523,40
3259,Serrure de porte laterale droite,https://www.opisto.fr/fr/auto/pieces-occasion/Serrure-de-porte-laterale-droite/toutes-marques/page-1,,784,40
3260,Serrure de porte laterale gauche,https://www.opisto.fr/fr/auto/pieces-occasion/Serrure-de-porte-laterale-gauche/toutes-marques/page-1,,784,20
3261,Poignee interieur porte laterale droite,https://www.opisto.fr/fr/auto/pieces-occasion/Poignee-interieur-porte-laterale-droite/toutes-marques/page-1,,1815,40
3262,Poignee interieur porte laterale gauche,https://www.opisto.fr/fr/auto/pieces-occasion/Poignee-interieur-porte-laterale-gauche/toutes-marques/page-1,,1815,20
3263,Actionneur boite de vitesses,https://www.opisto.fr/fr/auto/pieces-occasion/Actionneur-boite-de-vitesses/toutes-marques/page-1,,no category on Ovoko,
3264,Variateur moteur,https://www.opisto.fr/fr/auto/pieces-occasion/Variateur-moteur/toutes-marques/page-1,,1157,
3265,Chariot porte laterale coulissante,https://www.opisto.fr/fr/auto/pieces-occasion/Chariot-porte-laterale-coulissante/toutes-marques/page-1,,Opisto one option in Ovoko more options,
3266,Armature porte,https://www.opisto.fr/fr/auto/pieces-occasion/Armature-porte/toutes-marques/page-1,,no category on Ovoko,
3267,Kit de distribution,https://www.opisto.fr/fr/auto/pieces-occasion/Kit-de-distribution/toutes-marques/page-1,,no category on Ovoko,
3278,Support aile droit,https://www.opisto.fr/fr/auto/pieces-occasion/Support-aile-droit/toutes-marques/page-1,,532,40
3279,Support aile gauche,https://www.opisto.fr/fr/auto/pieces-occasion/Support-aile-gauche/toutes-marques/page-1,,532,20
3284,Boitier d'aide au stationnement,https://www.opisto.fr/fr/auto/pieces-occasion/Boitier-d'aide-au-stationnement/toutes-marques/page-1,,1158,
3286,Calculateur de boite auto,https://www.opisto.fr/fr/auto/pieces-occasion/Calculateur-de-boite-auto/toutes-marques/page-1,,1152,
3289,Capteur prise compteur,https://www.opisto.fr/fr/auto/pieces-occasion/Capteur-prise-compteur/toutes-marques/page-1,,1503,
3291,Doseur d'air,https://www.opisto.fr/fr/auto/pieces-occasion/Doseur-d'air/toutes-marques/page-1,,296,
3292,Girafon,https://www.opisto.fr/fr/auto/pieces-occasion/Girafon/toutes-marques/page-1,,no category on Ovoko,
3295,Toit panoramique,https://www.opisto.fr/fr/auto/pieces-occasion/Toit-panoramique/toutes-marques/page-1,,1101,
3296,Camera,https://www.opisto.fr/fr/auto/pieces-occasion/Camera/toutes-marques/page-1,,Opisto one option in Ovoko more options,
3300,Alterno-demarreur,https://www.opisto.fr/fr/auto/pieces-occasion/Alterno-demarreur/toutes-marques/page-1,,Opisto one option in Ovoko more options,
3301,Moteur porte laterale gauche,https://www.opisto.fr/fr/auto/pieces-occasion/Moteur-porte-laterale-gauche/toutes-marques/page-1,,1796,20
3302,Moteur porte laterale droite,https://www.opisto.fr/fr/auto/pieces-occasion/Moteur-porte-laterale-droite/toutes-marques/page-1,,1796,40
3303,Pulseur d'air arriere droit,https://www.opisto.fr/fr/auto/pieces-occasion/Pulseur-d'air-arriere-droit/toutes-marques/page-1,,215,70
3304,Pulseur d'air arriere gauche,https://www.opisto.fr/fr/auto/pieces-occasion/Pulseur-d'air-arriere-gauche/toutes-marques/page-1,,215,60
3305,Bloc electrovannes,https://www.opisto.fr/fr/auto/pieces-occasion/Bloc-electrovannes/toutes-marques/page-1,,276,
3306,Boitier ARTIV,https://www.opisto.fr/fr/auto/pieces-occasion/Boitier-ARTIV/toutes-marques/page-1,,1752,
3307,Marche pieds,https://www.opisto.fr/fr/auto/pieces-occasion/Marche-pieds/toutes-marques/page-1,,no category on Ovoko,
3308,Moteur reglage phare,https://www.opisto.fr/fr/auto/pieces-occasion/Moteur-reglage-phare/toutes-marques/page-1,,196,
3310,Pressostat de climatisation,https://www.opisto.fr/fr/auto/pieces-occasion/Pressostat-de-climatisation/toutes-marques/page-1,,1385,
3311,Cache batterie,https://www.opisto.fr/fr/auto/pieces-occasion/Cache-batterie/toutes-marques/page-1,,1246,
3312,Arceau de benne,https://www.opisto.fr/fr/auto/pieces-occasion/Arceau-de-benne/toutes-marques/page-1,,1521,
3313,Precatalyseur,https://www.opisto.fr/fr/auto/pieces-occasion/Precatalyseur/toutes-marques/page-1,,no category on Ovoko,
3318,Interrupteur de capote,https://www.opisto.fr/fr/auto/pieces-occasion/Interrupteur-de-capote/toutes-marques/page-1,,2030,
3319,Support siege gauche,https://www.opisto.fr/fr/auto/pieces-occasion/Support-siege-gauche/toutes-marques/page-1,,1793,20
3320,Support siege droit,https://www.opisto.fr/fr/auto/pieces-occasion/Support-siege-droit/toutes-marques/page-1,,1794,40
3321,Glace retroviseur droit,https://www.opisto.fr/fr/auto/pieces-occasion/Glace-retroviseur-droit/toutes-marques/page-1,,604,40
3322,Glace retroviseur gauche,https://www.opisto.fr/fr/auto/pieces-occasion/Glace-retroviseur-gauche/toutes-marques/page-1,,604,20
3400,Attache ceinture centrale avant,https://www.opisto.fr/fr/auto/pieces-occasion/Attache-ceinture-centrale-avant/toutes-marques/page-1,,899,
3401,Tableau de bord,https://www.opisto.fr/fr/auto/pieces-occasion/Tableau-de-bord/toutes-marques/page-1,,816,
3408,Support alternateur,https://www.opisto.fr/fr/auto/pieces-occasion/Support-alternateur/toutes-marques/page-1,,324,
3424,Veilleuse avant gauche,https://www.opisto.fr/fr/auto/pieces-occasion/Veilleuse-avant-gauche/toutes-marques/page-1,,no category on Ovoko,
3474,Feu factice avant droit,https://www.opisto.fr/fr/auto/pieces-occasion/Feu-factice-avant-droit/toutes-marques/page-1,,no category on Ovoko,
3518,Logo,https://www.opisto.fr/fr/auto/pieces-occasion/Logo/toutes-marques/page-1,,Opisto one option in Ovoko more options,
3522,Feu factice avant gauche,https://www.opisto.fr/fr/auto/pieces-occasion/Feu-factice-avant-gauche/toutes-marques/page-1,,no category on Ovoko,
3618,Facade autoradio,https://www.opisto.fr/fr/auto/pieces-occasion/Facade-autoradio/toutes-marques/page-1,,1409,
3662,Coquille de retroviseur droit,https://www.opisto.fr/fr/auto/pieces-occasion/Coquille-de-retroviseur-droit/toutes-marques/page-1,,1229,40
3663,Coquille de retroviseur gauche,https://www.opisto.fr/fr/auto/pieces-occasion/Coquille-de-retroviseur-gauche/toutes-marques/page-1,,1229,20
3664,Ceinture arriere gauche troisieme ligne,https://www.opisto.fr/fr/auto/pieces-occasion/Ceinture-arriere-gauche-troisieme-ligne/toutes-marques/page-1,,1604,20
3665,Ceinture arriere droite troisieme ligne,https://www.opisto.fr/fr/auto/pieces-occasion/Ceinture-arriere-droite-troisieme-ligne/toutes-marques/page-1,,1604,40
3666,Ceinture arriere centre troisieme ligne,https://www.opisto.fr/fr/auto/pieces-occasion/Ceinture-arriere-centre-troisieme-ligne/toutes-marques/page-1,,1604,50
3702,Mecanisme essuie glace arriere,https://www.opisto.fr/fr/auto/pieces-occasion/Mecanisme-essuie-glace-arriere/toutes-marques/page-1,,1913,
3703,Mecanisme essuie glace avant,https://www.opisto.fr/fr/auto/pieces-occasion/Mecanisme-essuie-glace-avant/toutes-marques/page-1,,111,
3704,Commande de fermeture centralisee,https://www.opisto.fr/fr/auto/pieces-occasion/Commande-de-fermeture-centralisee/toutes-marques/page-1,,1024,
3705,Commande degivrage lunette arriere,https://www.opisto.fr/fr/auto/pieces-occasion/Commande-degivrage-lunette-arriere/toutes-marques/page-1,,1324,
3706,Commande de reglage eclairage tableau de bord,https://www.opisto.fr/fr/auto/pieces-occasion/Commande-de-reglage-eclairage-tableau-de-bord/toutes-marques/page-1,,1035,
3707,Commande de reglage hauteur de phare,https://www.opisto.fr/fr/auto/pieces-occasion/Commande-de-reglage-hauteur-de-phare/toutes-marques/page-1,,1050,
3708,Commande de condamnation air bag,https://www.opisto.fr/fr/auto/pieces-occasion/Commande-de-condamnation-air-bag/toutes-marques/page-1,,1030,
3709,Commande anti brouillard arriere,https://www.opisto.fr/fr/auto/pieces-occasion/Commande-anti-brouillard-arriere/toutes-marques/page-1,,1038,
3710,Commande de reglage suspension,https://www.opisto.fr/fr/auto/pieces-occasion/Commande-de-reglage-suspension/toutes-marques/page-1,,1048,
3711,Commande radar de recul,https://www.opisto.fr/fr/auto/pieces-occasion/Commande-radar-de-recul/toutes-marques/page-1,,1535,
3712,Charniere de porte de coffre droit,https://www.opisto.fr/fr/auto/pieces-occasion/Charniere-de-porte-de-coffre-droit/toutes-marques/page-1,,557,40
3713,Charniere de porte de coffre gauche,https://www.opisto.fr/fr/auto/pieces-occasion/Charniere-de-porte-de-coffre-gauche/toutes-marques/page-1,,557,20
3719,Joint de coffre,https://www.opisto.fr/fr/auto/pieces-occasion/Joint-de-coffre/toutes-marques/page-1,,560,
3724,Veilleuse avant droite,https://www.opisto.fr/fr/auto/pieces-occasion/Veilleuse-avant-droite/toutes-marques/page-1,,no category on Ovoko,
3732,Boitier UPC,https://www.opisto.fr/fr/auto/pieces-occasion/Boitier-UPC/toutes-marques/page-1,,1914,
3733,Boitier USM ,https://www.opisto.fr/fr/auto/pieces-occasion/Boitier-USM-/toutes-marques/page-1,,1238,
3741,Caisson de basses,https://www.opisto.fr/fr/auto/pieces-occasion/Caisson-de-basses/toutes-marques/page-1,,1281,
3745,Chargeur (Voiture électrique),https://www.opisto.fr/fr/auto/pieces-occasion/Chargeur-(Voiture-électrique)/toutes-marques/page-1,,1954,
3746,Amortisseurs arrière,https://www.opisto.fr/fr/auto/pieces-occasion/Amortisseurs-arrière/toutes-marques/page-1,,384,
3747,Amortisseurs avant,https://www.opisto.fr/fr/auto/pieces-occasion/Amortisseurs-avant/toutes-marques/page-1,,350,
3748,Baguette d'aile arrière gauche,https://www.opisto.fr/fr/auto/pieces-occasion/Baguette-d'aile-arrière-gauche/toutes-marques/page-1,,1768,20
3749,Baguette d'aile arrière droite,https://www.opisto.fr/fr/auto/pieces-occasion/Baguette-d'aile-arrière-droite/toutes-marques/page-1,,1768,40
3756,Stabilisateur module de tension,https://www.opisto.fr/fr/auto/pieces-occasion/Stabilisateur-module-de-tension/toutes-marques/page-1,,1875,
3757,Support pivot avant droit,https://www.opisto.fr/fr/auto/pieces-occasion/Support-pivot-avant-droit/toutes-marques/page-1,,368,40
3758,Support pivot avant gauche,https://www.opisto.fr/fr/auto/pieces-occasion/Support-pivot-avant-gauche/toutes-marques/page-1,,368,20
3763,Durite de turbo,https://www.opisto.fr/fr/auto/pieces-occasion/Durite-de-turbo/toutes-marques/page-1,,297,
3764,Durite inférieur de radiateur,https://www.opisto.fr/fr/auto/pieces-occasion/Durite-inférieur-de-radiateur/toutes-marques/page-1,,219,
3765,Durite supérieur de radiateur,https://www.opisto.fr/fr/auto/pieces-occasion/Durite-supérieur-de-radiateur/toutes-marques/page-1,,219,
3766,Récepteur embrayage,https://www.opisto.fr/fr/auto/pieces-occasion/Récepteur-embrayage/toutes-marques/page-1,,428,
3769,Radar anti-collision ,https://www.opisto.fr/fr/auto/pieces-occasion/Radar-anti-collision-/toutes-marques/page-1,,1752,
3772,mot. essuie glace arrière droit,https://www.opisto.fr/fr/auto/pieces-occasion/mot.-essuie-glace-arrière-droit/toutes-marques/page-1,,119,40
3773,Mot. essuie glace arrière gauche,https://www.opisto.fr/fr/auto/pieces-occasion/Mot.-essuie-glace-arrière-gauche/toutes-marques/page-1,,119,20
3774,Bras essuie glace arrière gauche,https://www.opisto.fr/fr/auto/pieces-occasion/Bras-essuie-glace-arrière-gauche/toutes-marques/page-1,,118,20
3775,Bras essuie glace arrière droit,https://www.opisto.fr/fr/auto/pieces-occasion/Bras-essuie-glace-arrière-droit/toutes-marques/page-1,,118,40
3788,Reservoir cerine,https://www.opisto.fr/fr/auto/pieces-occasion/Reservoir-cerine/toutes-marques/page-1,,2034,
3789,Siege arriere gauche/droit (3 EME RANGEE),https://www.opisto.fr/fr/auto/pieces-occasion/Siege-arriere-gauche/droit-(3-EME-RANGEE)/toutes-marques/page-1,,998,
3874,Roue de secours,https://www.opisto.fr/fr/auto/pieces-occasion/Roue-de-secours/toutes-marques/page-1,,no category on Ovoko,
,,,,,
2972,Interrupteur de leve vitre (Bloc complet),,,1027,
3079,Gicleur phare,,,122,
3096,Retroviseur electrique gauche,,,604,20
3097,Retroviseur electrique droit,,,604,40
3194,Aerateur tableau de bord central,,,809,
3873,Module électronique,,,1157,
3911,Réservoir AdBlue,,,1780,
,,,,,
3948,Bouchon huile moteur,https://www.opisto.fr/fr/auto/pieces-occasion/Bouchon-huile-moteur/toutes-marques/page-1,,1468,
3954,Tapis de coffre,https://www.opisto.fr/fr/auto/pieces-occasion/tapis-de-coffre/toutes-marques/page-1,,962,
3955,Porte velo,https://www.opisto.fr/fr/auto/pieces-occasion/Porte-velo/toutes-marques/page-1,,1393,
3959,Faisceau d'attelage,https://www.opisto.fr/fr/auto/pieces-occasion/Faisceau-d'attelage/toutes-marques/page-1,,1562,
3958,Insonorisant capot,https://www.opisto.fr/fr/auto/pieces-occasion/Insonorisant-capot/toutes-marques/page-1,,521,
3949,Refroidisseur huile,https://www.opisto.fr/fr/auto/pieces-occasion/Refroidisseur-huile/toutes-marques/page-1,,246,
3950,Flexible d'échappement,https://www.opisto.fr/fr/auto/pieces-occasion/Flexible-d'échappement/toutes-marques/page-1,,1334,
3951,Actuateur régulateur ralenti,https://www.opisto.fr/fr/auto/pieces-occasion/Actuateur-régulateur-ralenti/toutes-marques/page-1,,289,
3952,Boitier bpga,https://www.opisto.fr/fr/auto/pieces-occasion/Boitier-bpga/toutes-marques/page-1,,1238,
3953,Thermostat,https://www.opisto.fr/fr/auto/pieces-occasion/Thermostat/toutes-marques/page-1,,218,
3956,Bocal liquide de frein,https://www.opisto.fr/fr/auto/pieces-occasion/Bocal-liquide-de-frein/toutes-marques/page-1,,49,
3957,Cosse de batterie,https://www.opisto.fr/fr/auto/pieces-occasion/Cosse-de-batterie/toutes-marques/page-1,,1203,
3961,Capteur PMH,https://www.opisto.fr/fr/auto/pieces-occasion/Capteur-PMH/toutes-marques/page-1,,1374,
3960,Bloc moteur,https://www.opisto.fr/fr/auto/pieces-occasion/Bloc-moteur/toutes-marques/page-1,,263,
